cv_score,project_score,skill_match_score,progress_score,missing_skills_count,certificates_count,courses_completed,target_score
38,65,52,41,3,2,10,46.75
41,55,78,82,0,8,9,72.65
72,78,87,100,3,4,7,79.2
54,12,55,57,5,8,9,40.1
40,40,49,99,5,2,1,42.1
92,86,66,28,5,3,0,55.2
87,91,65,45,6,0,11,59.15
37,71,31,55,3,3,9,44.85
82,83,95,41,0,4,9,81.55
40,13,90,73,5,8,1,47.25
39,62,24,36,4,2,5,31.8
71,59,51,91,1,8,4,68.35
57,87,32,92,3,7,10,64.25
84,42,68,60,0,8,7,69.6
76,67,19,85,1,0,4,54.15
59,72,59,66,4,6,0,55.5
56,70,54,51,1,7,7,61.7
60,32,16,94,5,8,2,38.5
50,82,42,71,6,7,6,50.9
91,35,58,61,4,5,12,56.55
58,77,56,15,0,1,11,56.95
63,52,89,13,5,8,8,52.8
63,71,83,34,0,3,2,65.45
77,15,63,79,0,3,4,58.25
33,73,29,22,0,3,8,44.35
32,76,64,35,3,1,0,44.9
49,93,35,73,5,0,9,50.15
31,79,37,41,3,3,0,40.15
38,45,45,82,1,3,6,51.65
95,80,45,62,2,2,0,61.5
80,42,26,44,5,4,9,38.3
78,69,31,82,4,8,12,60.95
51,79,19,100,0,7,9,65.75
79,83,92,30,0,1,10,75.95
47,41,92,16,5,1,9,43.25
43,67,95,64,4,5,10,65.65
54,93,81,26,4,7,8,63.15
39,68,24,47,2,8,11,48.3
95,33,56,51,3,4,1,50.45
48,15,75,51,1,6,11,53.85
74,53,93,16,1,5,7,64.15
73,61,62,32,2,2,5,53.95
88,36,56,79,6,2,10,50.8
85,49,59,34,2,6,7,57.05
88,19,95,12,4,4,12,52.45
64,68,81,77,0,6,1,74.8
80,66,78,51,3,0,8,62.6
73,35,38,30,3,0,5,35.75
63,39,93,83,4,3,2,60.25
56,62,29,76,6,3,7,41.5
58,10,36,72,5,7,12,38.4
88,19,81,89,2,0,6,62.45
58,79,46,52,6,6,6,48.35
78,44,67,90,1,4,2,66.4
68,33,36,38,3,0,11,38.25
51,39,58,17,3,4,3,37.95
73,19,68,59,6,0,6,39.55
83,10,72,91,3,2,7,56.5
74,65,80,47,6,0,5,51.95
72,56,34,70,5,8,11,52.0
74,31,28,46,4,6,0,34.95
70,84,16,56,2,1,1,47.3
79,72,48,63,6,6,9,55.1
83,30,91,19,4,5,8,53.2
90,32,86,83,2,5,7,70.9
42,15,78,25,4,3,10,37.95
93,51,68,35,2,1,12,60.55
94,95,26,93,2,4,11,72.65
76,29,95,59,4,1,10,58.55
64,24,28,61,3,4,1,35.6
76,52,85,40,4,4,11,60.4
52,53,38,15,4,0,8,32.05
84,57,78,85,2,3,1,69.35
86,33,57,89,6,2,12,52.95
49,77,77,100,4,2,0,63.75
58,33,72,35,6,8,11,45.35
57,54,71,11,0,3,3,52.3
93,74,77,48,6,7,3,61.9
55,27,18,13,1,8,2,30.65
88,40,70,53,3,2,5,55.8
75,88,43,85,6,0,6,54.9
80,94,72,47,5,6,1,63.3
84,85,31,94,4,1,2,57.95
29,36,65,10,5,3,3,27.7
59,30,72,100,1,6,2,64.2
86,49,38,75,3,8,0,54.75
77,78,63,39,5,1,10,54.9
78,70,29,61,2,5,0,53.0
36,64,34,83,5,2,12,45.1
75,86,73,41,5,1,1,55.4
24,72,23,46,4,8,10,40.3
80,16,54,60,0,3,11,56.1
25,29,32,38,6,8,4,22.85
40,21,93,42,3,3,3,45.95
90,84,25,67,4,3,5,54.8
82,35,53,24,6,4,12,40.05
74,86,85,86,3,8,2,78.9
76,54,33,70,6,4,4,42.8
92,56,64,53,3,2,10,61.3
62,72,50,87,3,1,6,59.1
42,46,56,25,5,8,11,41.1
66,75,40,93,6,6,4,54.35
33,65,50,66,3,7,5,51.65
71,13,70,26,1,6,6,48.95
94,22,76,69,6,5,8,53.9
93,49,77,31,1,0,5,60.15
88,61,26,69,3,3,4,51.35
74,23,69,14,4,6,2,39.85
92,71,82,32,1,7,4,72.25
30,73,92,76,2,5,3,67.55
93,29,76,31,2,4,9,57.55
53,10,71,47,4,7,1,39.9
27,24,53,30,1,5,8,38.8
54,67,26,11,4,1,11,33.85
32,68,35,74,2,5,0,47.7
76,57,70,10,3,6,12,55.75
58,80,94,23,4,3,0,56.8
24,78,82,47,0,2,12,65.9
72,88,31,36,1,5,2,55.4
72,17,62,90,4,3,7,51.15
68,93,61,92,0,5,10,82.55
50,63,74,31,6,0,3,40.65
82,13,59,100,6,4,3,47.05
35,70,51,57,1,4,4,53.9
20,94,61,89,0,7,0,69.2
95,90,25,40,3,3,7,55.4
24,80,49,12,0,3,5,46.8
80,74,95,46,3,4,10,72.9
41,34,90,39,0,6,8,60.3
41,35,86,50,2,6,3,54.05
52,12,56,31,4,5,12,36.4
34,44,27,96,5,8,12,45.0
66,95,39,45,5,2,10,51.75
72,49,64,81,3,6,9,63.85
59,92,66,80,0,1,2,72.4
29,69,59,56,3,2,8,50.05
35,62,40,13,4,1,10,32.9
28,17,73,42,2,8,2,42.55
76,74,91,57,1,6,5,77.2
79,81,63,95,5,5,0,65.45
44,52,78,84,0,8,2,69.4
67,79,86,22,6,4,12,57.55
52,24,80,27,3,4,6,44.5
79,27,55,50,4,5,12,49.05
21,84,71,53,3,3,6,55.0
41,43,74,74,3,6,1,53.75
73,44,55,83,0,4,10,66.9
28,75,63,90,5,3,6,54.15
88,52,36,42,6,4,1,38.5
65,34,46,90,4,6,3,49.6
95,77,66,32,1,8,6,71.35
28,68,56,10,0,7,1,47.5
82,13,29,31,2,5,8,37.55
34,39,29,27,0,2,1,32.75
30,50,55,35,4,7,8,41.6
73,30,22,88,4,4,8,43.5
74,74,70,68,1,4,7,72.1
74,16,88,66,0,0,11,63.9
28,59,24,77,2,4,8,45.15
22,53,91,45,2,5,4,54.95
89,64,57,20,2,2,0,51.5
82,40,59,82,6,3,7,51.4
31,37,89,44,3,2,6,48.05
94,36,94,24,2,2,4,59.4
86,13,15,16,1,1,4,28.45
44,18,92,71,6,8,10,51.5
49,93,42,23,2,2,11,52.35
34,25,37,77,3,0,1,32.55
94,23,77,59,6,0,3,45.95
82,56,51,63,2,5,2,58.3
56,70,36,53,2,1,1,46.4
57,58,69,40,4,4,0,47.8
53,48,60,43,2,4,2,48.4
88,58,79,11,2,4,10,61.2
56,57,72,44,2,1,5,54.15
92,80,77,22,6,7,5,59.0
27,21,79,27,1,2,7,42.35
94,46,18,95,4,8,6,54.1
63,21,42,79,3,6,9,48.05
85,53,31,79,5,8,6,52.25
49,68,60,14,3,1,2,41.9
30,38,80,38,5,4,2,38.8
22,21,92,84,2,7,1,55.15
27,34,78,17,6,2,8,31.3
66,82,91,87,5,3,2,69.3
78,16,44,11,4,5,5,31.5
72,74,48,92,2,4,6,66.9
88,51,74,57,1,6,7,69.75
20,63,37,80,2,8,6,51.25
86,26,54,20,0,8,9,54.8
70,86,25,61,6,6,6,48.0
67,15,88,84,4,7,2,56.95
63,61,36,28,6,0,1,29.75
88,33,63,66,2,7,3,60.05
84,42,93,66,2,7,6,72.0
20,21,17,46,2,3,11,26.45
80,20,65,95,3,4,3,56.7
78,47,18,74,0,8,9,58.45
91,55,33,23,6,8,2,38.85
46,53,95,15,6,1,2,40.75
38,51,82,46,1,3,2,55.05
20,81,31,62,2,2,6,45.55
63,27,67,51,3,0,10,47.15
42,31,27,59,3,4,10,36.75
69,28,35,72,2,1,3,43.0
40,44,33,66,2,5,8,45.1
23,16,81,16,6,5,9,29.6
85,77,88,86,4,4,11,78.55
47,30,53,93,2,6,2,52.2
83,94,18,13,4,0,2,39.1
44,36,53,83,6,7,12,46.9
59,52,63,16,6,0,6,34.9
71,62,19,53,4,4,1,39.7
21,30,55,30,6,3,11,27.1
34,77,64,80,2,8,10,67.65
26,50,27,91,0,2,9,50.1
26,39,18,20,5,0,3,13.35
80,66,62,24,5,1,10,49.2
60,51,69,25,6,4,5,41.15
62,71,40,11,2,0,3,40.85
42,83,73,57,3,0,5,57.45
27,95,94,37,4,3,3,58.65
32,25,49,58,3,6,3,37.75
70,60,93,16,6,5,0,49.1
40,61,51,58,5,8,5,46.55
82,82,19,39,3,1,3,45.2
48,86,72,88,3,4,0,66.0
37,51,62,83,2,7,8,59.95
92,94,63,83,1,4,2,79.1
57,25,43,98,3,8,8,53.05
55,63,91,93,2,6,7,75.95
89,50,56,42,4,5,4,51.5
75,92,20,60,6,7,9,51.1
70,35,84,93,4,6,5,63.85
91,20,74,99,0,5,12,75.2
67,61,91,96,5,2,6,67.25
73,57,18,81,2,8,4,53.85
64,76,65,90,6,0,0,54.3
79,12,83,41,3,2,3,47.5
81,54,68,81,3,6,11,69.1
79,33,32,50,3,1,1,37.45
53,54,80,10,0,0,1,50.6
78,35,74,59,4,5,2,53.35
55,23,84,64,3,5,11,56.75
73,20,48,99,1,5,6,58.3
58,13,90,100,6,7,3,53.95
91,89,49,34,1,0,9,63.95
27,57,84,48,2,4,11,58.15
74,29,16,42,6,2,3,23.35
45,43,33,40,5,5,2,30.15
59,24,60,23,5,3,8,34.3
64,23,93,35,6,2,3,41.55
88,21,45,34,2,3,3,42.05
61,12,41,49,5,8,3,32.7
32,91,62,73,5,6,6,57.65
87,80,73,56,3,2,4,66.6
80,18,56,56,0,4,8,55.7
90,72,42,48,4,2,5,52.3
40,36,15,24,4,6,4,23.1
68,81,90,92,0,5,4,85.25
90,62,32,37,5,7,2,44.6
93,13,68,59,6,3,7,44.95
52,51,89,58,2,4,8,63.65
53,89,69,91,2,1,11,73.05
51,33,57,29,5,7,11,39.95
33,40,29,51,2,1,7,34.8
78,47,51,57,4,7,0,49.65
41,26,61,14,6,5,1,25.3
42,29,59,11,2,3,10,37.95
20,95,32,60,1,1,7,51.15
23,86,15,62,1,1,5,43.8
42,74,22,82,3,1,10,48.2
76,58,42,10,3,4,6,43.0
53,71,70,49,4,4,10,57.35
20,16,62,19,0,5,0,34.4
43,41,43,63,3,8,0,43.25
40,70,17,80,0,1,8,51.4
57,11,55,74,4,4,9,43.15
65,40,65,34,2,0,12,50.3
20,40,54,64,2,5,8,46.0
67,41,54,50,6,1,10,40.65
21,56,36,52,4,8,5,38.3
38,86,51,35,3,6,12,54.7
35,32,95,40,0,8,7,61.4
39,63,76,52,4,4,0,49.95
56,90,21,27,2,1,8,45.2
34,52,88,19,4,1,11,46.3
25,56,56,91,1,1,1,52.8
64,51,93,35,6,3,10,52.85
93,93,51,59,5,1,4,59.25
67,33,36,32,4,5,0,32.85
75,34,88,26,1,2,1,54.7
43,17,80,26,3,1,6,38.35
41,74,89,31,0,6,3,65.9
83,75,68,43,3,2,11,63.95
75,71,33,74,6,3,11,50.35
88,61,27,30,6,5,4,37.95
68,68,71,54,3,6,3,61.5
63,93,80,43,4,2,10,65.05
49,36,76,70,3,6,9,57.4
48,92,43,26,1,5,11,57.7
22,15,39,25,1,6,12,33.15
74,19,32,81,1,1,10,48.65
55,78,50,47,3,4,3,52.1
52,43,24,57,5,0,3,28.75
57,18,56,92,3,0,6,46.6
86,58,40,87,6,2,1,48.2
40,85,87,92,4,8,10,75.15
44,38,64,41,1,1,7,47.5
78,46,76,38,1,2,0,56.6
63,31,65,33,3,2,7,44.05
36,70,43,92,1,5,10,62.5
55,37,85,14,1,0,9,50.55
92,67,17,16,5,0,0,30.95
60,61,26,93,3,3,4,50.55
32,95,83,48,2,5,5,66.15
90,49,66,20,0,5,5,60.55
79,50,66,46,5,8,0,51.2
65,14,17,29,3,7,3,27.0
83,65,88,14,3,6,12,65.35
77,37,76,91,2,8,2,68.05
58,42,81,53,1,4,2,58.7
60,32,69,31,6,0,3,33.4
77,32,91,67,2,1,11,65.4
39,62,77,31,3,2,3,48.2
50,65,65,98,3,6,12,68.65
28,20,26,13,0,1,2,22.8
39,29,85,80,5,1,9,49.35
38,45,26,88,3,8,1,43.65
21,45,61,69,2,3,4,46.95
77,42,70,20,1,0,5,50.9
32,37,62,22,1,8,1,43.05
44,42,26,57,1,7,5,44.1
92,23,70,93,6,7,11,59.85
20,71,73,25,4,0,0,38.65
34,20,29,33,1,2,10,31.2
35,79,44,61,2,4,4,52.35
25,24,88,31,0,4,4,48.8
92,69,38,48,1,2,11,61.25
41,55,84,68,3,7,1,59.35
83,27,81,48,1,6,11,65.05
86,32,64,96,4,5,7,61.1
55,88,58,49,3,8,9,63.6
75,94,71,56,1,3,2,71.9
81,53,24,100,4,8,8,57.05
47,70,63,13,5,3,4,40.3
21,19,83,81,3,8,9,53.45
68,51,45,62,4,7,2,48.85
32,52,23,43,3,4,7,34.1
32,30,21,76,4,2,12,33.0
21,76,40,55,0,1,1,47.5
68,58,20,49,4,5,6,40.9
70,10,38,94,1,3,3,48.1
28,37,67,14,5,6,11,35.55
72,34,16,19,3,1,1,25.3
88,69,38,87,3,2,4,59.75
27,42,75,43,0,4,3,51.7
56,24,70,53,5,5,5,42.8
52,67,56,13,5,0,6,37.05
87,77,82,71,4,4,4,70.65
64,90,20,74,5,2,1,45.7
60,38,86,50,2,6,5,59.6
71,91,29,62,6,3,12,51.45
94,68,36,13,4,8,11,51.1
46,75,62,56,5,8,9,56.15
45,70,33,85,3,8,0,52.3
81,86,44,28,5,6,5,51.3
85,19,19,21,4,3,10,29.05
31,16,73,68,1,3,6,48.6
75,11,55,98,4,2,6,48.45
42,22,68,41,0,2,10,49.1
76,54,20,97,5,6,8,50.4
42,35,58,70,0,0,3,50.05
81,12,85,88,0,1,9,67.6
20,67,39,10,0,8,0,40.85
85,17,35,41,2,0,2,35.95
28,50,89,40,0,7,1,58.9
75,83,21,54,6,0,11,43.35
85,89,37,90,1,0,11,71.35
81,49,71,59,1,2,4,62.65
21,32,79,24,6,6,9,35.0
76,34,48,51,4,2,7,43.4
25,33,40,97,2,5,11,49.15
71,81,50,49,6,2,11,51.35
41,86,48,63,6,2,11,48.8
24,48,28,15,1,0,1,26.2
83,34,91,12,6,3,2,43.2
76,39,59,10,2,5,1,44.15
94,65,87,68,3,8,0,73.65
79,90,36,97,6,6,4,60.3
35,38,66,77,6,5,5,43.2
78,92,28,10,5,7,1,42.6
56,54,49,79,5,2,2,45.3
35,54,70,55,3,0,12,51.0
72,25,93,12,0,1,7,55.25
54,23,84,52,1,5,10,58.65
63,20,53,91,1,6,9,58.5
91,14,19,82,6,4,3,33.5
42,46,78,78,3,5,5,57.9
53,11,48,59,1,5,0,41.05
40,43,81,83,3,7,11,63.25
87,39,90,87,6,2,12,64.15
71,88,76,44,1,6,10,75.1
41,32,66,96,5,4,1,46.4
66,21,79,22,2,6,12,52.35
26,37,44,80,2,3,11,46.55
60,68,50,63,6,8,5,50.5
53,43,85,65,4,2,3,52.95
43,53,45,59,4,4,4,42.35
68,15,77,67,5,0,0,41.35
37,86,43,91,2,5,0,59.0
59,46,29,79,1,5,2,50.3
27,12,59,93,2,6,0,44.5
84,10,36,68,6,0,4,30.7
21,78,30,26,1,2,8,41.0
67,88,27,75,5,2,9,52.1
76,13,57,22,1,3,12,45.85
28,28,42,54,3,6,10,38.3
51,88,32,17,6,1,7,34.5
29,13,84,53,2,1,7,44.15
55,75,30,65,1,2,5,53.35
61,39,50,53,2,5,3,48.05
65,50,42,36,0,3,7,51.2
21,48,73,87,5,0,4,45.0
41,68,37,28,2,0,3,38.4
59,44,66,74,6,6,2,48.2
39,14,82,60,4,7,7,47.0
61,90,49,82,2,7,8,70.4
69,27,70,98,0,1,12,67.95
69,11,55,74,2,3,2,46.25
55,60,33,42,5,8,4,40.2
24,12,80,21,2,4,5,36.7
45,49,59,35,3,3,3,42.35
53,33,40,71,2,2,9,46.15
36,51,29,11,4,0,4,22.85
88,84,26,39,2,0,10,54.2
37,14,15,18,1,3,9,23.4
59,74,57,64,2,8,12,67.6
43,18,89,57,3,7,3,50.8
42,67,47,55,4,8,2,47.65
49,42,81,96,1,6,4,68.1
77,49,80,76,0,2,3,69.95
95,43,95,48,0,5,1,72.35
37,20,87,32,0,0,4,46.9
85,84,75,46,5,4,4,62.4
93,73,37,56,5,4,9,54.35
44,31,43,98,2,4,11,52.75
47,34,62,73,6,4,5,41.8
50,72,28,17,0,3,5,44.7
38,74,46,22,4,3,7,40.2
40,86,52,76,2,0,4,57.3
73,82,28,28,0,3,11,57.0
42,15,77,55,2,6,8,50.05
54,84,76,28,2,6,7,63.5
91,77,60,16,5,6,3,52.45
73,70,50,99,3,6,8,68.2
66,78,24,53,4,1,7,44.8
48,34,28,71,3,2,11,40.3
85,42,71,72,1,7,9,70.8
88,82,56,36,2,6,0,61.9
52,61,52,87,0,5,10,67.65
87,14,79,67,0,5,5,64.5
85,35,64,95,6,0,1,49.45
81,16,85,60,2,3,3,56.6
25,87,16,30,3,8,12,42.45
26,30,66,76,1,1,7,49.5
40,29,95,82,3,0,11,58.15
76,79,30,74,0,3,8,65.15
79,81,31,92,5,5,9,59.75
36,86,19,13,3,4,5,35.2
76,94,30,80,6,4,5,54.4
45,81,33,29,0,4,4,50.15
91,34,34,11,2,0,10,39.1
44,72,91,33,2,1,7,60.0
50,40,30,48,1,4,4,41.3
50,89,85,22,1,2,9,65.75
70,55,74,18,6,5,9,47.05
48,46,69,98,1,5,3,64.4
52,43,78,76,3,5,9,60.75
58,18,74,28,2,8,4,47.3
74,47,70,67,3,2,10,60.05
63,53,54,75,6,0,5,44.55
59,60,19,58,1,8,9,52.5
60,29,90,14,0,0,9,53.55
63,87,36,58,0,4,0,59.95
57,65,89,13,6,3,4,46.35
26,50,86,41,5,8,10,50.6
47,24,91,68,6,8,0,47.7
61,21,31,62,5,6,9,35.95
86,92,63,67,6,2,8,63.1
31,61,87,21,5,2,11,46.35
62,95,21,22,4,6,12,47.65
43,72,68,25,0,5,6,59.0
71,17,68,22,0,3,8,49.65
30,46,89,58,2,0,9,55.3
42,70,86,68,6,8,1,57.2
63,38,19,22,2,3,1,30.1
59,27,91,59,0,7,12,69.25
84,77,54,94,1,4,7,75.25
61,47,42,27,1,5,2,44.45
61,78,86,55,4,0,12,64.5
35,82,23,53,6,6,11,40.3
30,62,56,49,1,7,9,55.7
87,67,54,42,3,1,7,55.55
23,30,57,84,0,3,12,54.4
71,82,82,91,0,8,8,87.9
63,62,59,24,5,7,10,48.7
43,90,61,61,6,3,11,54.5
78,30,50,40,2,1,2,42.9
93,57,77,34,3,1,6,59.05
24,66,46,33,1,5,5,45.7
95,58,30,97,4,1,12,58.7
93,12,46,41,3,2,11,43.2
51,75,16,41,2,2,12,44.55
75,24,68,81,1,3,1,58.0
83,15,36,39,5,8,12,38.85
23,52,41,58,3,8,11,45.9
51,89,31,30,5,2,7,40.35
45,57,76,41,5,0,1,42.25
48,37,19,53,6,5,1,24.65
77,92,21,39,3,8,11,56.9
26,14,50,11,2,8,6,30.3
66,93,95,13,5,5,7,62.55
77,79,36,49,4,6,3,52.05
38,26,77,93,2,7,5,58.9
49,72,47,68,1,5,3,58.5
58,62,26,25,6,3,10,32.3
65,43,47,99,1,6,6,62.95
58,68,58,72,5,3,8,54.3
43,40,44,36,3,2,11,38.6
26,53,87,85,4,0,5,54.05
44,58,69,52,1,0,6,54.9
84,77,42,25,1,8,2,58.55
94,54,37,26,4,5,7,46.1
45,64,38,24,6,2,6,30.8
89,73,93,57,4,3,4,69.75
42,29,93,93,2,0,4,59.15
80,21,51,33,5,8,9,41.55
26,84,54,78,4,4,2,52.2
32,48,42,59,5,2,11,37.4
73,85,88,34,4,3,4,63.45
48,56,84,42,4,1,9,52.5
95,63,33,21,0,3,0,51.25
34,26,51,77,0,0,1,44.5
83,92,18,31,4,6,6,49.0
66,82,57,68,5,8,10,63.3
61,31,41,14,1,1,1,33.85
81,79,29,16,6,1,7,37.15
21,22,52,91,1,7,9,51.1
79,74,24,29,3,2,12,47.4
44,35,52,51,3,4,4,41.05
24,25,46,60,0,0,8,40.85
86,15,26,77,0,8,1,51.05
31,69,71,46,5,0,1,41.95
34,18,77,23,5,8,6,35.9
46,93,73,76,6,7,5,62.65
43,68,50,14,0,5,6,50.4
79,78,87,62,6,8,5,67.7
45,73,17,21,2,7,12,43.15
75,52,70,27,0,3,0,56.8
68,46,41,21,0,3,8,48.0
80,19,85,57,0,0,5,60.15
28,32,57,29,2,2,10,38.1
75,43,50,99,3,8,2,60.45
77,60,20,19,1,5,7,45.2
85,91,46,25,2,3,12,61.95
63,17,40,97,0,7,3,55.35
69,44,86,58,5,5,12,59.7
93,81,85,89,0,0,7,85.65
86,44,28,58,5,2,8,41.3
72,18,29,87,5,0,9,37.0
37,44,21,60,5,6,4,31.0
39,63,93,92,2,3,2,68.25
79,29,95,91,1,7,9,77.35
69,36,62,19,0,5,4,51.2
78,20,78,55,0,0,10,60.0
42,19,46,76,0,3,12,50.55
75,17,62,73,5,2,10,46.55
54,69,23,20,1,5,2,41.45
24,27,70,78,2,5,5,49.65
65,45,47,51,0,6,5,55.85
55,53,29,85,5,2,7,42.55
41,42,33,65,1,4,4,44.3
23,37,78,90,2,4,7,56.95
39,59,19,21,4,7,8,32.05
50,49,16,85,5,3,10,38.95
95,13,52,85,6,0,10,44.85
73,26,36,14,3,1,0,28.0
92,84,87,57,0,0,5,79.4
61,39,81,71,1,0,12,63.95
52,87,92,85,1,0,10,79.25
39,21,67,83,1,2,4,50.85
23,13,79,72,3,2,4,42.05
86,55,41,21,1,1,12,51.75
81,46,50,97,1,7,10,70.2
22,22,66,93,2,8,11,55.2
91,70,24,94,4,0,1,52.2
29,71,66,50,0,5,10,62.35
53,66,64,74,5,1,2,50.4
56,38,27,96,1,8,6,54.9
92,87,82,15,6,6,3,59.05
87,62,47,26,1,1,11,56.0
46,91,64,80,4,8,1,64.05
50,59,84,66,0,1,9,68.45
48,72,79,38,3,2,3,54.5
93,79,32,37,1,2,0,54.45
87,94,27,92,6,2,2,55.0
94,53,52,73,3,7,2,61.35
60,84,81,73,0,6,12,82.7
70,95,80,86,6,1,5,67.25
89,82,29,100,0,1,12,73.8
65,31,94,38,5,8,10,55.45
45,57,61,35,6,1,6,37.35
87,83,44,37,4,2,5,52.85
39,17,43,69,2,5,11,43.25
89,85,57,16,3,6,7,60.15
39,92,81,57,0,8,9,77.4
57,89,15,90,3,0,4,50.65
64,90,64,60,5,6,9,63.3
94,16,80,56,2,3,5,57.9
58,78,50,97,4,7,10,66.1
32,57,90,93,3,0,5,61.25
40,29,73,72,3,0,12,50.05
71,82,76,56,6,0,6,56.7
76,62,36,82,3,8,2,57.8
20,22,64,69,2,6,3,43.8
64,52,59,76,4,4,3,53.4
76,82,82,34,4,8,11,69.0
73,88,30,43,0,8,3,62.1
59,38,37,60,0,2,0,46.0
50,17,15,70,4,3,6,28.15
53,61,73,24,0,1,9,57.85
35,26,18,50,6,5,3,19.4
21,23,40,54,3,7,5,33.35
75,15,37,87,3,6,10,49.55
85,60,48,91,3,0,8,61.1
33,13,46,22,1,0,0,25.55
22,71,31,57,4,3,7,38.75
92,59,56,84,2,5,7,69.25
82,74,19,88,2,0,5,55.7
73,79,35,90,4,1,5,56.15
91,52,85,24,0,8,8,71.9
26,86,82,95,1,3,3,71.7
68,34,53,35,0,8,12,57.4
64,28,63,59,4,1,3,42.8
21,24,95,34,2,0,10,45.5
91,34,70,100,2,7,10,73.3
25,30,88,99,4,5,7,56.2
51,86,21,54,4,6,5,46.1
35,36,65,49,3,1,2,39.6
66,75,29,47,1,0,6,50.55
41,53,35,12,0,5,3,39.85
42,11,42,80,2,3,2,38.15
75,88,51,25,6,7,8,51.9
92,41,77,16,2,2,11,57.05
34,83,53,98,1,2,11,67.65
78,41,91,83,1,6,5,74.55
88,78,17,17,3,4,8,45.3
60,38,19,56,1,4,3,40.6
62,91,15,67,1,2,11,57.65
86,64,77,65,4,2,4,62.9
44,21,50,37,4,3,4,30.85
43,26,93,46,0,2,7,57.3
71,94,50,53,6,4,8,55.5
72,62,77,90,6,1,11,62.3
29,59,71,53,4,0,3,43.95
77,17,23,43,0,6,7,43.45
69,21,79,82,0,8,12,71.55
72,78,41,34,0,0,6,56.0
26,54,83,98,6,0,2,49.2
60,57,48,23,6,1,8,35.05
77,39,22,20,5,2,12,30.85
27,29,71,12,1,5,4,39.85
39,69,69,90,3,6,7,64.55
88,29,54,52,1,2,8,54.55
51,70,92,87,4,6,3,69.0
57,90,54,80,3,3,1,61.5
55,85,25,65,0,6,7,61.05
20,19,88,45,1,3,10,49.05
46,94,31,12,0,4,11,53.1
77,41,78,70,2,2,10,64.65
50,56,83,97,6,6,8,62.1
50,44,36,83,2,2,7,48.5
48,24,29,41,2,8,0,33.9
37,79,87,94,0,2,10,78.65
64,34,70,60,3,6,2,52.6
66,37,49,34,6,8,7,38.85
80,86,79,89,4,8,6,78.4
66,12,24,35,3,2,8,28.5
82,88,82,36,4,8,5,69.1
80,47,62,57,2,2,4,56.35
20,20,33,54,1,6,6,35.0
33,56,88,33,3,3,0,48.5
36,28,27,87,2,8,7,44.6
33,62,93,28,0,1,1,56.9
87,33,64,99,2,5,12,69.65
54,38,54,43,4,5,9,43.6
26,49,71,44,3,2,7,45.15
33,47,61,38,6,7,3,36.35
21,85,15,18,0,4,10,41.75
66,33,67,56,3,4,3,49.95
76,81,70,68,3,2,8,68.15
26,70,88,43,5,6,7,53.5
59,28,52,30,3,5,1,37.4
84,45,60,74,4,6,7,59.15
40,93,93,61,2,7,2,72.95
38,67,24,67,1,1,0,43.25
80,47,49,44,5,6,10,48.55
21,40,93,76,1,5,2,59.8
85,92,83,15,6,1,5,56.2
83,77,32,37,1,1,4,53.15
55,63,94,10,2,8,4,60.35
65,91,43,65,4,6,12,62.45
78,80,55,11,3,7,7,55.9
84,75,47,35,5,7,9,54.25
88,23,53,17,0,8,9,53.55
35,41,39,57,1,8,8,48.25
23,53,16,25,6,7,1,18.75
23,48,81,64,6,2,7,43.8
23,75,56,35,6,6,12,42.95
55,82,55,47,5,3,3,48.8
70,81,90,17,6,8,1,56.55
81,73,28,67,1,5,2,58.75
30,41,58,87,3,1,11,49.85
46,36,38,85,5,2,12,41.7
36,69,44,56,1,4,12,55.55
72,92,27,19,1,8,0,53.2
83,44,47,72,5,2,0,45.2
46,81,34,37,2,6,7,50.35
61,22,22,76,6,7,7,33.6
33,60,55,18,3,1,12,41.0
21,23,43,42,3,6,10,33.55
43,62,94,55,4,3,12,61.7
63,47,81,10,2,7,9,55.75
61,56,68,81,5,7,2,56.9
46,39,41,59,3,2,8,41.15
37,33,48,89,0,8,2,55.25
30,19,49,35,3,1,3,27.25
93,79,37,50,1,2,9,63.05
40,60,87,67,3,4,12,64.2
62,16,53,47,0,6,4,48.5
66,20,24,56,5,2,11,31.2
28,67,52,59,1,4,10,55.45
56,30,77,62,4,6,3,50.5
49,63,51,88,4,5,2,53.45
42,51,85,38,4,2,6,48.85
86,68,72,78,2,4,1,70.1
41,40,64,32,5,4,3,36.0
83,16,88,95,5,6,9,62.8
48,95,71,34,4,0,1,51.95
86,95,42,14,6,2,1,43.45
57,11,48,21,0,2,0,34.35
72,93,57,39,2,4,4,62.75
64,12,39,59,0,6,12,50.1
63,89,75,62,6,4,12,63.95
80,42,68,98,3,8,5,67.9
74,95,62,74,3,7,2,71.05
67,42,92,79,4,6,1,62.6
52,46,29,38,5,4,10,33.9
24,45,86,73,6,2,12,49.05
46,65,43,62,3,0,7,46.75
33,72,48,89,0,4,4,62.0
51,59,41,74,6,8,11,48.95
71,50,20,42,4,7,0,36.7
20,94,56,12,5,5,12,44.2
34,50,79,51,6,4,0,41.4
83,86,65,56,6,8,5,62.7
33,89,44,25,0,4,1,50.75
79,26,71,55,1,2,7,57.2
85,53,91,56,1,3,2,69.65
73,66,27,46,4,2,11,45.5
43,27,22,16,0,1,12,31.95
34,60,49,22,5,8,1,35.3
72,86,39,39,0,2,12,63.0
22,28,77,46,1,5,7,48.7
