conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbbe485f-b9c2-42df-ba1c-144a2ecfb119,evaluate potential aquaculture conflicts,released,skill/competence,occupation-specific,assess end-user conflict potential | evaluate end-user conflict potential | potential end-user conflicts evaluating | evaluate potential end-user conflicts | assess potential end-user conflicts | evaluating end-user conflict potential | potential end-user conflicts assessing | assessing potential end-user conflicts | assessing end-user conflict potential | evaluating potential end-user conflicts,Assess potential conflicts with other interested parties with regard to environmental impacts of aquaculture and conflicts of interest with other coastal zone users.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,adopt ways to reduce negative impact of consumption | analysing and evaluating information and data
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbe63ddf-76f8-4177-a482-fee995a57b77,integrated pest management,released,knowledge,sector-specific,IPM techniques | IPM methods | integrated pest management methods | IPM | integrated pest management techniques,An integrated approach to the prevention and/or suppression of organisms harmful to plants that aims to keep the use of pesticides and other forms of intervention only to levels that are economically and ecologically justified and which reduce or minimise risks for the human health and the environment.,http://data.europa.eu/esco/skill/6e84c2b5-935a-4958-a410-da42efaf7c27 | http://data.europa.eu/esco/isced-f/0811,pest management techniques | crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbef5042-4b99-4e6f-b2ed-1d33b07b3ed6,advise on sustainability solutions,released,skill/competence,cross-sector,counsel on sustainable solutions | advise on environmentally friendly solutions,"Advise companies on solutions to develop sustainable production processes, improve material efficiency and reuse and reduce carbon footprint.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,advising on environmental issues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dce16d2c-278a-4161-9847-8435e52c96d3,manage water flows and catchments,released,skill/competence,sector-specific,managing catchments | controlling water flows | water flows and catchments managing | controlling water flows and catchments | managing water flows | manage water flows | managing water flows and catchments | water flows and catchments controlling | control water flows and catchments | control water flows | manage catchments | control catchments | controlling catchments,"Manage water flows and catchments in ponds, lagoons and sluices.",http://data.europa.eu/esco/skill/583b1fb5-be8d-41f0-aa81-0b6bef4793c2,installing plumbing or piping equipment or systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd5451c6-a006-4218-bf94-348d81bed42f,conservation agriculture,released,knowledge,sector-specific,sustainable farming | conservation agriculture techniques | conservation agriculture principles | conservation agriculture methods | sustainable farming techniques,"The techniques, methods and principles that promote a sustainable use of land and soil in crop production. It is based on the three principles of permanent soil cover, minimum soil disturbance, and diversification of plant species.",http://data.europa.eu/esco/isced-f/0811,crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda26251-7331-41fd-871f-1106ca468189,traffic engineering,released,knowledge,cross-sector,traffic engineering studies | traffic engineering research | traffic engineering analysis | traffic engineering work | traffic engineering fieldwork | engineering for traffic | traffic engineering analyses | traffic engineering applications,"The subdiscipline of civil engineering that applies engineering methods to create safe and efficient traffic flows of people and goods on roadways, including sidewalks, traffic lights, and cycle facilities.",http://data.europa.eu/esco/skill/82887396-e5bf-4306-af51-3fe8d82790b2 | http://data.europa.eu/esco/isced-f/0732,civil engineering | building and civil engineering
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda745dd-b8d6-45d8-8c74-e05495ce90f5,sustainable development goals,released,knowledge,cross-sector,global sustainability objectives | international sustainability goals | worldwide sustainability aims | universal sustainability objectives,The list of 17 global goals set by the United Nations General Assembly and designed as a strategy to achieve a better and more sustainable future for all.,http://data.europa.eu/esco/isced-f/0319,social and behavioural sciences not elsewhere classified
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddbf25f1-b91a-4083-9ef1-cc113a46e4c0,ecosystems,released,knowledge,cross-sector,characteristics of ecological systems | diversity of ecological systems | typology of ecosystems | characteristics of ecosystems | range of ecosystems | range of ecological systems | types of ecosystems | diversity of ecosystems | typology of ecological systems | types of ecological systems,The characteristics of the system where living organisms co-habitate and interact with non-living elements.,http://data.europa.eu/esco/isced-f/0521,environmental sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddce2912-bc0f-4a47-aa2b-c1de48bc4b44,energy conservation,released,knowledge,cross-sector,energy optimisation,"The practice of reducing energy consumption and using fewer energy services. As a sustainable process, energy conservation is done by replacing used energy with alternative sources, using more efficient energy products, or refraining from particular energy products or services to conserve it.",http://data.europa.eu/esco/isced-f/0712,environmental protection technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de131ede-cbfe-4e34-aff4-96f16831c3c4,report pollution incidents,released,skill/competence,sector-specific,pollution incidents reporting | reporting pollution incidents | investigate pollution incidents | investigating pollution incidents | reporting incidents of pollution | investigate incidents of pollution | pollution incident investigating | report incidents of pollution | pollution incidents investigating | investigating incidents of pollution | pollution incident reporting,"When an incident causes pollution, examine the extent of the damage and what the consequences could be and report it relevant institution following pollution reporting procedures.",http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822 | http://data.europa.eu/esco/skill/20136935-e6a1-417b-81df-9b94d4c2c371 | http://data.europa.eu/esco/skill/24310a7b-5db1-4917-a705-4835630227ca,report facts | reporting incidents and defects | create incident reports
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/debd4fe7-58c9-499e-8a7e-b42984afe728,distribution of heating cooling and hot water,released,knowledge,sector-specific,water distribution systems design principles | circulation of heating cooling and hot water | heating cooling and potable hot water systems,"The design principles of water distribution systems for heating, cooling and domestic hot water and the relation with insulation, energy saving by optimal hydraulic design. The nature of energy loss in these systems caused by heat transfer, pressure loss (resistance of tubes and valves) and electrical power for pumps and valves.",http://data.europa.eu/esco/isced-f/0713,electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df179770-1c8d-4673-a270-481b7e4e6010,design a mini wind power system,released,skill/competence,sector-specific,create a mini wind turbine system | develop mini wind power systems | design a micro wind power system | develop a small-scale wind power system | design mini wind power systems,"Design the mini wind power system, including batteries and power inverters, in coherence with other power supply sources, and the construction strength for placing mini turbine.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfa7be8d-a98d-4fa5-a759-86b6357f38cf,check grant applications,released,skill/competence,occupation-specific,audit grant applications | audit assistance or scholarship applications | test grant applications | test assistance or scholarship applications | investigate assistance or scholarship applications | assess grant applications | assess assistance or scholarship applications | investigate grant applications,"Observe grant applications from individuals, charities, community groups or university research departments in order to make sure that they meet the funding criteria.",http://data.europa.eu/esco/skill/e67fd42d-25f1-4124-b0be-3b1e3bfdd70c,verifying identities and documentation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dff0087d-25e4-40bf-979e-32fdf2445438,develop food waste reduction strategies,released,skill/competence,cross-sector,develop methods for food redistribution | develop staff meal policies | identify areas for food waste reduction | reduce food waste | develop food redistribution policies,"Develop policies such as staff meal or food redistribution to reduce, reuse and recycle food waste where possible. This includes reviewing purchasing policies to identify areas for reducing food waste, e.g., quantities and quality of food products.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,developing operational policies and procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0475631-c151-4413-829c-cb5c76b83271,measure sustainability of tourism activities,released,skill/competence,sector-specific,determine the sustainability of tourism activities | monitor the sustainability of tourism initiatives | evaluate the sustainability of tourism actions | examine the sustainability of tourism practices | assess sustainability of tourism activities,"Collect information, monitor and assess the impact of tourism on the environment, including on protected areas, on local cultural heritage and biodiversity, in an effort to reduce the carbon footprint of activities in the industry. It includes running surveys about visitors and measuring any compensation required for offsetting damages.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitoring environmental conditions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0701805-94ab-4c79-9624-39a7202cbe4f,perform asset depreciation,released,skill/competence,occupation-specific,perform asset reduction | perform property depreciation | perform asset deflation,"Calculate the reduction in the value of an asset, caused for example by damage or changes in the environment, in accordance with the legislation.",http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/f55fac09-92a2-4a88-9a96-ee9fb5b18519,carry out calculations | determining values of goods or services
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e16fca1b-b3e2-4823-bba1-7c755c1caf58,advise on nitrate pollution,released,skill/competence,sector-specific,give advice on nitrate pollution | give advice on nitrous oxide pollution | giving advice on nitrous oxide pollution | advising on nitrate pollution | advising on nitrous oxide pollution | advise on nitrous oxide pollution | nitrate pollution advising | giving advice on nitrate pollution,Advise on the impact and consequences of pollution (including land pollution due to fertilisers) caused by nitrous oxide emissions which contribute to depletion of the ozone layer and suggest solutions to mitigate such actions.,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,advising on environmental issues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1da04bb-4de8-4d17-af8a-75ea893fe36a,promote responsible consumer behaviour,released,skill/competence,occupation-specific,endorse responsible sustainable consumption | endorse responsible consumer behaviour | advocate responsible consumer behaviour | boost responsible sustainable consumption | advocate responsible sustainable consumption | encourage responsible sustainable consumption | encourage responsible consumer behaviour | promote responsible consumer behavior | boost responsible consumer behaviour,"Promote policies, actions and education programmes that encourage healthy lifestyles and proactive participation in sustainable consumption, and that lead to changes in consumers' attitudes, shopping habits and expectations.",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promoting products, services, or programs"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2028206-3060-4e81-8350-77baefabefde,oversee wetlands in project development,released,skill/competence,cross-sector,monitor wetlands in project development | organize wetlands in project development | overseeing wetlands in project development | overseeing of wetlands in project development | supervise wetlands in project development | manage wetlands in project development,Oversee and respond proactively to the challenges posed by wetlands in the development of projects. Strive to care for and conserve wetlands while finding the most environmentally cost efficient solutions for the development of infrastructure projects.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d5dbc342-8e39-4998-8237-ebbe05a381ce,monitoring environmental conditions | manage research and development projects
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2bb641f-f647-4229-a48e-9a5ef3526c23,ensure the safety of endangered species and protected areas,released,skill/competence,sector-specific,ensure the safety of protected areas | ensuring the safety of endangered species | protect endangered species | ensure the safety of endangered species | protect protected areas | protecting protected areas | protect endangered species and protected areas | protecting endangered species,"Ensure that projects do not adversely affect migratory birds, rare or endangered animal species, critical habitat or environmentally protected areas.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e361af91-3e68-4e59-b0e2-bca0ffb416fa,marine energy,released,knowledge,sector-specific,MHK | tidal energy | tidal power | ocean power | ocean energy | wave power,"The energy generated from the natural movement of water such as ocean waves, tides, currents as well as from water temperature differences as thermal energy of deep cold water. Moreover, it is harnessed as a renewable power source.",http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,renewable energy | electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e36c1f47-3913-4d35-a6ae-fd9a7243483f,design ventilation network,released,skill/competence,sector-specific,design of ventilation network | designing ventilation network | engineer ventilation network | ventilation network design | planning of ventilation network | design and analysis of ventilation network | design and analyse ventilation network | planning ventilation network | designing and analysing ventilation network | plan ventilation network,"Draft ventilation network. Prepare and plan the ventilation layout using specialist software. Design heating or cooling systems as required. Improve efficiency of ventilation network to lower energy consumption, including the interplay between a near zero energy building (nZEB), its use, and the right ventilation strategy.",http://data.europa.eu/esco/skill/6caa915b-b80d-4b43-8bbc-54914e0d5032 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,manage mine ventilation | designing structures or facilities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e381f278-7218-4f30-a7b6-34dc3eb7e4a8,reforestation,released,knowledge,sector-specific,afforestation | forest restoration,"Methods for the recovery of deforested areas to reverse the destruction of forests and regreen an important number of hectares. Strategies as planting new trees, protecting ecosystems from destruction or sowing seeds are part of these reforestation methods.",http://data.europa.eu/esco/isced-f/082,forestry
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3f2c37f-e484-4b4c-ad82-f565a2b98f89,environmental management monitors,released,knowledge,sector-specific,environmental surveillance systems,The hardware and equipment suitable for measurement and live monitoring of environmental parameters.,http://data.europa.eu/esco/isced-f/0712,environmental protection technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3fcd642-5f9c-48ee-be58-258dd895d281,collect biological data,released,skill/competence,cross-sector,analyse biological data | biological data collecting | collecting biological data | analyse biological records | collect biological records | collecting biological records | analysing biological data | analysing biological records | biological data analysing,"Collect biological specimens, record and summarise biological data for use in technical studies, developing environmental management plans and biological products.",http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,gathering information from physical or electronic sources
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e45507ff-c1e2-4e0c-92fb-b6c0e6cb6245,photovoltaic systems,released,knowledge,sector-specific,photovoltaics | PV systems,"Systems that convert a renewable source as the sun into electrical energy. Based in the energy conversion chain, photovoltaic systems could be divided into three types: grid direct PV systems, grid-interaction systems, and off grid PV systems.",http://data.europa.eu/esco/isced-f/0713 | http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,electricity and energy | solar energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4698f9f-bb23-486e-a74a-c8f3a19c3132,investigate contamination,released,skill/competence,cross-sector,test for contamination | contamination testing | testing for contamination | investigating contamination | contamination checking | checking for contamination | check for contamination | contamination investigating,"Perform tests to investigate the properties of contamination in an area, or on surfaces and materials, in order to identify the cause, its nature, and the extent of the risk and damage.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitoring environmental conditions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4a3c9af-8a5d-49cc-95bb-b77e41588746,process harvested honey,released,skill/competence,sector-specific,harvested honey processing | harvested honey preparing | processing harvested honey | prepare harvested honey | preparing harvested honey,"Harvest and process honey according to health, safety and biosecurity regulations.",http://data.europa.eu/esco/skill/ceca8bbe-cd58-49b4-8ef4-9a34a5ac0f75,operating food processing machinery
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,develop environmental remediation strategies,released,skill/competence,cross-sector,environmental remediation strategies developing | develop strategies for environmental remediation | write strategies for environmental remediation | writing strategies for environmental remediation strategies | developing strategies for environmental remediation strategies | writing environmental remediation strategies | environmental remediation strategies writing | developing environmental remediation strategies | write environmental remediation strategies,"Develop strategies for the removal of pollution and contaminants from soil, groundwater, surface water, or sediment, taking into account environmental remediation regulations and available technologies.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/507e2b21-1285-47e9-bf09-0db794df1bf0,adopt ways to reduce negative impact of consumption | adopt ways to reduce pollution | developing policies and legislation | develop strategy to solve problems | develop environmental policy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e52c1125-1d27-4e3d-afc9-761ee5f678b3,tree preservation and conservation,released,knowledge,sector-specific,requirements for tree preservation and conservation | environmental issues in requirements for tree preservation and conservation | tree preservation | environmental issues in guidance on tree preservation and conservation | guidance on tree preservation and conservation | tree conservation | environmental issues in tree preservation | environmental issues in tree conservation,Environmental requirements for tree preservation and conservation.,http://data.europa.eu/esco/isced-f/0821,forestry
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,assess environmental impact,released,skill/competence,cross-sector,assess environmental risks | assessing of environmental impact | assess environmental impact and risks | environmental impact assessment | carry out environmental impact assessments | assessment of environmental impact | assess environmental impacts | assessing environmental impact,Monitor environmental impacts and carry out assessments in order to identify and to reduce the organisation's environmental risks while taking costs into account.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/d3a8ef9c-8572-438c-91dc-010537070be3 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/c4ba12d1-4698-42fa-8abb-789462ea2586 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6 | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,adopt ways to reduce negative impact of consumption | manage environmental impact | think critically | protect the environment from the impact of the digital technologies | complying with environmental protection laws and standards | manage environmental impact of operations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5727f3b-0dc9-4daf-84e0-d5789b33a6d9,forest ecology,released,knowledge,cross-sector,typology of forest ecology | range of forest ecologies | range of forestry ecosystems | ecology of forest | forestry ecosystems | typology of forestry ecosystems | ecology of forests | ecosystems of forests | types of forestry ecosystems | types of forest ecology,"The ecosystems existing in a forest, starting from bacteria to trees and soil types.",http://data.europa.eu/esco/isced-f/0521,environmental sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5deced2-5636-4ff2-b9bc-dca6cbfc5f72,design a combined heat and power system,released,skill/competence,sector-specific,design a CHP system | develop a CHP system | draft a combined heat and power system | develop a combined heat and power system | create a combined heat and power system,"Estimate the heating and cooling demands of the building, determine the demands of domestic hot water. Make a hydraulic scheme to fit in the CHP unit with a guaranteed return temperature and acceptable on/off switch numbers.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5f77488-7561-475a-9888-decd2443d37a,train staff on waste management,released,skill/competence,sector-specific,educating staff about waste management | educate staff on waste management | waste management training for staff | educating staff on waste management | educate staff about waste management | training staff on waste management,"Train the staff of a facility which deals with waste management, or an organisation's staff responsible for waste management strategies, on the improvements that can be made to reduce waste, increase efficiency of waste treatment and disposal, and ensure compliance with waste and environmental legislation.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,instruct others | training on operational procedures | manage waste
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e64d28b8-9379-440b-ba77-2738486f8e4a,control odours from prepared animal feeds production,released,skill/competence,occupation-specific,supervise odours from prepared animal feeds production | control odours from prepared animal feed production | manage odours from prepared animal feeds production | control the odours from prepared animal feeds production | control odors from prepared animal feeds production | oversee odours from prepared animal feeds production | direct odours from prepared animal feeds production | control odour from prepared animal feeds production,"Control the odours generated during grinding, heating, and cooling, the discharge of liquid waste, and other emissions. May use thermal oxidiser for the purpose.",http://data.europa.eu/esco/skill/18f2a44e-28ef-4ae3-8ea2-347e33bd9a4b,operating machinery for the manufacture of products
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e65117b6-97e0-4f45-bd61-e581dcd6ec2a,select adequate packaging for food products,released,skill/competence,sector-specific,identify adequate packaging for food products | select adequate packaging for a food product | choose adequate packaging for food products | pick adequate packaging for food products | use adequate packaging for food products | selecting adequate packaging for food products,"Choose the appropriate packages for food products taking into account attractiveness and suitability of the package. Use proper packaging for sending it safely and at a reasonable cost. Have awareness that packaging can also influence the product characteristics such as shape, weight or solidity. Balance out various aspects such as cost, attractivity and compliance with regulations and environment protection.",http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47 | http://data.europa.eu/esco/skill/8da6cd59-61e1-43c4-8dfc-bc69d283ccc7,make decisions | packaging objects
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e671c957-b998-49df-b630-7908806966f1,inform customers environmental protection,released,skill/competence,cross-sector,informing customers environmental protection | notify clients of environmental protection status | brief clients on environmental protection | notify customers of environmental protection status | brief customers on environmental protection | inform clients environmental protection | inform customer environmental protection,Provide customers with information on the impact their heating systems have on the environment and to what extent this impact can be reduced to a minimum by handling the systems in an environmentally friendly way or by using environmentally friendly systems.,http://data.europa.eu/esco/skill/f6d7ba88-5234-4994-944d-843ca453c923 | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,implement environmental protection measures | advise others | advising on environmental issues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e6bf6e73-230a-434c-97b2-a0c042a8b7ac,apply sustainability principles in health care,released,skill/competence,cross-sector,promote sustainability principles in healthcare | promote sustainability principles in health care | apply sustainability principles in health-care | work according to sustainability principles in healthcare | apply healthcare sustainability principles | apply sustainability principles in healthcare,Take into account the sustainability principles in healthcare and strive for the rational use of resources.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adopt ways to reduce negative impact of consumption | complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e844bde0-9563-4c07-a7e6-4150d5f06a4b,estimate consumption of water,released,skill/competence,occupation-specific,estimating consumption of water | assess consumption of water | assessing consumption of water | water consumption estimating | consumption of water estimating | consumption of water assessing | water consumption assessing,"Estimate, measure and register consumption of water required for watering of greens or grounds areas.",http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37,performing calculations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e85cff6b-ee0e-4106-98f0-b57b39a2ea3f,execute disease and pest control activities,released,skill/competence,sector-specific,execute disease control activities | perform pest control activities | pest control activities executing | executing pest control activities | executing disease and pest control activities | perform disease and pest control activities | disease control activities executing | disease and pest control activities executing | executing disease control activities | perform disease control activities | execute pest control activities,"Execute disease and pest control activities using conventional or biological methods taking into account the climate, plant or crop type, health and safety and environmental regulations. Store and handle pesticides in accordance with recomandation and legislation.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e979659d-d06e-4968-b4b2-ac51e379b552,design hybrid operating strategies,released,skill/competence,occupation-specific,formulate hybrid operational tactics,"Design operating strategies for hybrid drive systems, with the exclusion of non plug-in hybrid systems, accounting for the boundaries for energy recuperation and its limiting factors. Consider the possible benefits connected to load shifting and how load shifting can improve the energy management. Understand the problems connected to intermittent operation of the internal combustion engine.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9d6ebab-13ad-45ce-a955-fc3f1e56add8,plan measures to safeguard natural protected areas,released,skill/competence,sector-specific,safeguard natural areas | preserve natural protected areas,"Plan protection measures for natural areas that are protected by law, to reduce the negative impact of tourism or natural hazards on the designated areas. This includes activities such as controlling the use of land and natural resources and monitoring the flow of visitors.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9e57db9-a6ef-4e44-a33c-a022d7c4a17f,environmental indoor quality,released,knowledge,sector-specific,ieq | eiq | indoor environmental quality,The consequences on indoor environmental quality of every choice made in the design process.,http://data.europa.eu/esco/skill/75f312e1-622b-4751-8d93-815b32feaf8d | http://data.europa.eu/esco/isced-f/0712,pollution prevention | environmental protection technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9ff446f-6a8a-4e35-a611-176508964be3,alternative fuels,released,knowledge,sector-specific,clean fuel | e-fuels | carbon negative fuel | biofuels | carbon neutral fuel,"Fuels or power sources that serve, at least partly, as a substitute in the traditional energy supply to transport such as oil and fossil sources. They have the potential to contribute to decarbonisation efforts and enhance the environmental performance of the economy and transport sector.",http://data.europa.eu/esco/skill/279e8cb1-b704-41b3-a1c9-60f130e303b4 | http://data.europa.eu/esco/isced-f/0531,types of fuels | chemistry
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eaef3371-cb14-4d21-90a4-e54dc7c6391c,manage desalination control system,released,skill/competence,sector-specific,management of desalination control system | run desalination plant | overseeing desalination control system | oversee desalination control system | managing of desalination control system | desalination control system overseeing | managing desalination control system | desalination control system management | overseeing of desalination control system,Manage a system for the removal of salt in order to obtain potable water.,http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"operating petroleum, chemical or water processing systems or equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb65ce8e-61bf-49d1-99bb-cb699ba1005b,radiation protection,released,knowledge,cross-sector,radiation protecting | radiation preservation | radiation cover | protection of radiation | radiation guarding,The measures and procedures used to protect people and the environment from the harmful effects of ionising radiation.,http://data.europa.eu/esco/isced-f/0914,medical diagnostic and treatment technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec4de8aa-9ba4-412b-832d-93361210eae3,marine technology,released,knowledge,cross-sector,naval technology | maritime technology,"Technologies for the safe use, exploitation, protection of, and intervention in the marine environment.",http://data.europa.eu/esco/isced-f/0732,building and civil engineering
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec66a2f9-db12-4eec-936a-47632bfdccfb,perform smart grid feasibility study,released,skill/competence,sector-specific,perform feasibility study for smart grids | determine smart grid concept | carry out smart grid feasibility study | carry out feasibility study for smart grids,"Perform the evaluation and assessment of the potential of a smart grid within the project. Realise a standardised study to determine the energy saving contribution, costs and restrictions, and conduct research to support the process of decision making. Consider challenges and opportunities associated with the implementation of wireless technologies for smart grids.",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,execute feasibility study | analysing business operations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec7fd241-e68f-4593-a42a-a12a9bd80cbc,footwear components,released,knowledge,sector-specific,components of footwear | footwear production elements | footwear uppers and bottoms components | uppers and bottoms components for footwear | uppers and bottoms components | footwear production parts,"Footwear components both for uppers (vamps, quarters, linings, stiffeners, toe puffs etc.) and bottoms (soles, heels, insoles etc.). Ecological concerns and the importance of recycling. Selection of suitable materials and components based on their influence on the footwear style and characteristics, properties and manufacturability. Procedures and methods in chemical and mechanical processing of leather and non-leather materials.",http://data.europa.eu/esco/isced-f/0723,"textiles (clothes, footwear and leather)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecd368bc-6383-4a03-9b61-46e0a94750f7,instruct on energy saving technologies,released,skill/competence,sector-specific,educate on energy saving technologies | educate on energy efficient technologies | instruct on energy efficient technologies,"Instruct the facility manager or similar figures on monitoring parameters, to guarantee that the system achieves the designed energy saving goals.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,instruct others | teaching and training
