conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f3e3f27-1f27-4b77-9bc8-4ec33e33b8b1,skill/competence,transversal,write Bengali,released,correspond in written Bengali | correspond in written Bengia | show competency in written Bengali,Compose written texts in Bengali.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,Bengali
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0ccc96f-edec-4641-b053-12159ebe5b13,skill/competence,transversal,understand spoken Spanish,released,interpret spoken Spanish | listen to Spanish | comprehend spoken Spanish | make sense of spoken Spanish | listen to Castilian | understand Spanish speech,Comprehend orally expressed Spanish.,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,Spanish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,knowledge,transversal,Icelandic,released,ability to comprehend spoken and written Icelandic and to speak and write in Icelandic | competent in Icelandic,The Icelandic language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2358129-ba05-49bb-914f-03420a8be102,skill/competence,transversal,understand written Hebrew,released,comprehend written Hebrew | make sense of written Hebrew | understand Hebrew writing | read Hebrew | interpret written Hebrew,Read and comprehend written texts in Hebrew.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,Hebrew
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28c2024-0fa6-43fd-a848-1a7ec7fe28b0,skill/competence,transversal,understand written Albanian,released,make sense of written Albanian | comprehend written Albanian | interpret written Albanian | read Albanian | understand Albanian writing,Read and comprehend written texts in Albanian.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,Albanian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,knowledge,transversal,Basque,released,competent in Basque | ability to comprehend spoken and written Basque and to speak and write in Basque,The Basque language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3e0c23e-db44-43f5-af4b-7e1b60deb6d8,skill/competence,transversal,understand spoken Galician,released,make sense of spoken Galician | interpret spoken Galician | listen to Galician | comprehend spoken Galician | understand Galician speech,Comprehend orally expressed ​Galician.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,Galician
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a61e9686-7e8f-44ec-967b-d6445f90230b,skill/competence,transversal,understand written Galician,released,make sense of written Galician | read Galician | interpret written Galician | understand Galician writing | comprehend written Galician,Read and comprehend written texts in Galician.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,Galician
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a6aa3c44-b4d7-4db6-9a84-329e5ca9c64d,skill/competence,transversal,understand spoken Albanian,released,understand Albanian speech | interpret spoken Albanian | listen to Albanian | comprehend spoken Albanian | make sense of spoken Albanian,Comprehend orally expressed ​Albanian.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,Albanian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7e1201f-bc9c-4dd9-aa82-271273f94595,skill/competence,transversal,understand written Yiddish,released,make sense of written Yiddish | read Yiddish | interpret written Yiddish | comprehend written Yiddish | understand Yiddish writing,Read and comprehend written texts in Yiddish.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,Yiddish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a88e4c9e-5a40-4da7-acf1-02e4a9e46da2,skill/competence,transversal,understand written Hungarian,released,comprehend written Hungarian | make sense of written Hungarian | interpret written Hungarian | read Hungarian | understand Hungarian writing,Read and comprehend written texts in Hungarian.,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,Hungarian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9170bca-28d9-4bb5-b950-0d0f712d1cd2,skill/competence,transversal,understand spoken Danish,released,make sense of spoken Danish | understand Danish speech | comprehend spoken Danish | listen to Danish | interpret spoken Danish,Comprehend orally expressed Danish.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,Danish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,knowledge,transversal,Bosnian,released,ability to comprehend spoken and written Bosnian and to speak and write in Bosnian | competent in Bosnian,The ​Bosnian language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,knowledge,transversal,Turkish,released,ability to comprehend spoken and written Turkish and to speak and write in Turkish | competent in Turkish,The Turkish language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aaf57e19-0d41-4361-8de9-bcd858e3f10d,skill/competence,transversal,write Catalan,released,correspond in written Catalan | show competency in written Catalan | write Valencian,Compose written texts in ​Catalan.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,Catalan
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abadaacb-5751-4f52-96b7-c9bbc070f9de,skill/competence,transversal,write Estonian,released,show competency in written Estonian | correspond in written Estonian,Compose written texts in Estonian.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,Estonian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad3711f4-f4d9-41e0-b26d-030247cecde4,skill/competence,transversal,interact verbally in Azerbaijani,released,speak Azerbaijani | communicate verbally in Azerbaijani | speak Azeri Turkish | speak Azeri | speak Azerbaijani Turkish | verbally interact in Azerbaijani,Communicate orally in Azerbaijani.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,Azerbaijani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae5d27b1-7298-4dce-836c-3bb26c2fafda,skill/competence,transversal,interact verbally in Lithuanian,released,speak Lithuanian | verbally interact in Lithuanian | communicate verbally in Lithuanian,Communicate orally in Lithuanian.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,Lithuanian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae72f370-469d-44fa-9f09-408b1c994d2e,skill/competence,transversal,understand written Romanian,released,understand Romanian writing | interpret written Romanian | read Moldovan | understand written Moldavian | make sense of written Romanian | understand written Moldovan | read Romanian | comprehend written Romanian | read Moldavian,Read and comprehend written texts in Romanian.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,Romanian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b0964159-d7b2-4f1e-a0d1-5d100445fcdb,skill/competence,transversal,understand written Arabic,released,understand Arabic writing | comprehend written Arabic | read Arabic | interpret written Arabic | make sense of written Arabic,Read and comprehend written texts in Arabic.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,Arabic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b22ab5e7-11e1-435e-bdab-0f8decd6a6f4,skill/competence,transversal,understand spoken Arabic,released,comprehend spoken Arabic | make sense of spoken Arabic | interpret spoken Arabic | understand Arabic speech | listen to Arabic,Comprehend orally expressed Arabic.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,Arabic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,knowledge,transversal,Georgian,released,ability to comprehend spoken and written Georgian and to speak and write in Georgian | competent in Georgian,The Georgian language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2cd801d-803d-41bc-bef3-dea4ddd94bbc,skill/competence,transversal,write Hindi,released,correspond in written Hindi | show competency in written Hindi,Compose written texts in Hindi.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,Hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,knowledge,transversal,Lithuanian,released,competent in Lithuanian | ability to comprehend spoken and written Lithuanian and to speak and write in Lithuanian,The Lithuanian language. Lithuanian is an official and working language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b45f87e9-66ce-4212-82eb-3a55765bc512,skill/competence,transversal,interact verbally in Italian,released,verbally interact in Italian | communicate verbally in Italian | speak Italian,Communicate orally in Italian.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,Italian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4a5d258-4fe7-4fa5-b58f-d2f8769eb15b,skill/competence,transversal,write Sardinian,released,correspond in written Sardinian | show competency in written Sardinian | write Sardu | write Sard,Compose written texts in ​Sardinian.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,Sardinian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4d8c494-4318-42e4-ba6e-0039390a2d7a,skill/competence,transversal,interact verbally in Bihari,released,verbally interact in Bihari | speak Bihari | communicate verbally in Bihari,Communicate orally in Bihari.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,Bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b5ff2ded-a91d-468b-afed-f9737f929e86,skill/competence,transversal,write Chinese,released,correspond in written Chinese | write Mandarin | write Cantonese | write Standard Chinese | make sense of written Chinese,Compose written texts in Chinese.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,Chinese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6422189-45f6-4e87-8a9e-7e4aabddf069,skill/competence,transversal,write Urdu,released,show competency in written Urdu | correspond in written Urdu,Compose written texts in Urdu.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,Urdu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b694bab7-6ece-48a8-8a65-2f6d8fd62df2,skill/competence,transversal,understand written Norwegian,released,read Bokmal | make sense of written Norwegian | understand written Bokmal | understand written Nynorsk | comprehend written Norwegian | read Norwegian | read Nynorsk | interpret written Norwegian | understand Norwegian writing,Read and comprehend written texts in Norwegian.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,Norwegian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6c39ec1-7da2-46dc-9cec-2f7204066cf3,skill/competence,transversal,understand spoken Irish,released,understand Irish speech | comprehend spoken Gaelic | listen to Irish | comprehend spoken Irish | interpret spoken Irish | make sense of spoken Irish | comprehend spoken Irish Gaelic,Comprehend orally expressed Irish.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,Irish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b7385197-5481-4b91-9628-56dadb648f69,skill/competence,transversal,understand spoken Gujarati,released,understand Gujarati speech | listen to Gujarati | comprehend spoken Gujarati | interpret spoken Gujarati | make sense of spoken Gujarati,Comprehend orally expressed Gujarati.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,Gujarati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b895feef-e869-48ac-a853-6c31a636721f,skill/competence,transversal,understand spoken Javanese,released,make sense of spoken Javanese | understand Javanese speech | listen to Javanese | interpret spoken Javanese | comprehend spoken cara jawa | comprehend spoken basa jawa | comprehend spoken Javanese,Comprehend orally expressed Javanese.,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,Javanese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba002311-da5a-4795-933b-1c7d1f0f2f25,skill/competence,transversal,understand spoken Kazakh,released,make sense of spoken Kazakh | understand Kazakh speech | listen to Kazakh | interpret spoken Kazakh | comprehend spoken Kazakh,Comprehend orally expressed ​Kazakh.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,Kazakh
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba98bef0-9c49-478f-b9db-14a4189d7c76,skill/competence,transversal,understand written Sanskrit,released,,Read and comprehend written texts in Sanskrit.,http://data.europa.eu/esco/skill/45289df8-d02d-4f08-9802-2c7deae944ad,Sanskrit
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bad8da46-ec16-48da-b717-e9b9616e3c91,skill/competence,transversal,understand spoken Macedonian,released,interpret spoken Macedonian | make sense of spoken Macedonian | listen to Macedonian | comprehend spoken Macedonian | understand Macedonian speech,Comprehend orally expressed Macedonian.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,Macedonian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bb691baa-c7c2-41c3-af69-4dc901d22d2f,skill/competence,transversal,understand written Italian,released,make sense of written Italian | comprehend written Italian | understand Italian writing | interpret written Italian | read Italian,Read and comprehend written texts in Italian.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,Italian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bbe65f99-72a8-43a2-b227-9ce1457a8a20,skill/competence,transversal,interact verbally in Catalan,released,verbally interact in Catalan | speak Catalan | communicate verbally in Catalan,Communicate orally in Catalan.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,Catalan
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc112354-758e-40eb-930e-9ebdbd5a2f34,skill/competence,transversal,understand spoken Greek,released,make sense of spoken Greek | comprehend spoken Greek | understand Greek speech | listen to Greek | interpret spoken Greek,Comprehend orally expressed Greek.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,Greek
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,knowledge,transversal,Urdu,released,competent in Urdu | ability to comprehend spoken and written Urdu and to speak and write in Urdu,The Urdu language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc65ec0c-cdf0-4af3-b79e-c9bfa5abd758,skill/competence,transversal,understand spoken Latvian,released,comprehend spoken Latvian | make sense of spoken Latvian | understand Latvian speech | listen to Latvian | interpret spoken Latvian,Comprehend orally expressed Latvian.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,Latvian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdf14dfe-437d-4fb6-95f4-72da1a593384,skill/competence,transversal,interact verbally in Swedish,released,verbally interact in Swedish | communicate verbally in Swedish | speak Swedish,Communicate orally in Swedish.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,Swedish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be5c6fb4-d257-4c98-b5e2-d3866fd0f2c2,skill/competence,transversal,interact verbally in Korean,released,verbally interact in Korean | speak Korean | communicate verbally in Korean,Communicate orally in Korean.,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,Korean
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/befd434f-bb74-4144-8aa6-28b903b792a0,skill/competence,transversal,interact verbally in Portuguese,released,verbally interact in Portuguese | communicate verbally in Portuguese | speak Portuguese,Communicate orally in Portuguese.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,Portuguese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,knowledge,transversal,Vietnamese,released,ability to comprehend spoken and written Vietnamese and to speak and write in Vietnamese | competent in Vietnamese,The Vietnamese language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfb5f0b8-0ea0-4e44-a48d-7d876f966758,skill/competence,transversal,interact verbally in French,released,speak French | verbally interact in French | communicate verbally in French,Communicate orally in French.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,French
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0d6eb4a-636c-43d8-9bec-69f6586c415a,skill/competence,transversal,interact verbally in Estonian,released,communicate verbally in Estonian | speak Estonian | verbally interact in Estonian,Communicate orally in Estonian.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,Estonian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2cc1a0a-356e-4634-bfd8-94c5d84324ba,skill/competence,transversal,interact verbally in Berber,released,communicate verbally in Berber | verbally interact in Berber | speak Tamazight | speak Berber,Communicate orally in Berber.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,Berber
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c34a8faa-b543-45eb-b088-39baf21c5146,skill/competence,transversal,interact verbally in Urdu,released,verbally interact in Urdu | speak Urdu | communicate verbally in Urdu,Communicate orally in Urdu.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,Urdu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c445a2f0-9f97-432d-a1be-f2b54a53576e,skill/competence,transversal,understand spoken Berber,released,comprehend spoken Tamazight | comprehend spoken Berber | listen to Berber | make sense of spoken Berber | understand Berber speech | interpret spoken Berber,Comprehend orally expressed Berber.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,Berber
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c44b765b-76fb-4a16-be7e-9925beee072c,skill/competence,transversal,interact verbally in Dutch,released,speak Flemish | communicate verbally in Dutch | verbally interact in Dutch | speak Dutch,Communicate orally in Dutch.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,Dutch
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c551614f-5542-460e-9a86-bfcdf160e230,skill/competence,transversal,interact verbally in Telugu,released,verbally interact in Telugu | communicate verbally in Telugu | speak Telugu,Communicate orally in Telugu.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,Telugu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,knowledge,transversal,Serbian,released,ability to comprehend spoken and written Serbian and to speak and write in Serbian | competent in Serbian,The Serbian language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c5ef5813-ef1d-4a22-8fce-16b1dcf93ea1,skill/competence,transversal,write Belarusian,released,correspond in written Belarusian | show competency in written Belarusian,Compose written texts in Belarusian.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,Belarusian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c6b70785-fce7-4089-8250-21c97ca0ad8f,skill/competence,transversal,understand written Estonian,released,understand Estonian writing | read Estonian | interpret written Estonian | make sense of written Estonian | comprehend written Estonian,Read and comprehend written texts in Estonian.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,Estonian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c73e355b-89c8-4831-968e-f146f2ae970c,skill/competence,transversal,write Marathi,released,show competency in written Marathi | correspond in written Marathi,Compose written texts in Marathi.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,Marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c8c283af-3d77-4212-93ab-1b3de6a79e96,skill/competence,transversal,understand spoken Romanian,released,comprehend spoken Romanian | make sense of spoken Romanian | understand spoken Moldovan | understand Romanian speech | understand spoken Moldavian | listen to Romanian | interpret spoken Romanian | listen to Moldavian | listen to Moldovan,Comprehend orally expressed Romanian.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,Romanian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c8d2416e-7db3-4f63-bce3-075f1fea66ea,skill/competence,transversal,understand spoken Icelandic,released,comprehend spoken Icelandic | make sense of spoken Icelandic | interpret spoken Icelandic | understand Icelandic speech | listen to Icelandic,Comprehend orally expressed Icelandic.,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,Icelandic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c98c8578-6654-4d76-8391-ecfe59abce22,skill/competence,transversal,understand written Danish,released,make sense of written Danish | read Danish | comprehend written Danish | understand Danish writing | interpret written Danish,Read and comprehend written texts in Danish.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,Danish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9ba0570-f751-4023-9851-5a0826e722cc,skill/competence,transversal,interact verbally in Javanese,released,speak basa jawa | speak Javanese | communicate verbally in Javanese | verbally interact in Javanese | speak cara jawa,Communicate orally in Javanese.,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,Javanese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca58a2d3-b901-42b2-b85f-b2b83aeadbea,skill/competence,transversal,understand written Russian,released,comprehend written Russian | understand Russian writing | interpret written Russian | read Russian | make sense of written Russian,Read and comprehend written texts in Russian.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,Russian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca81a475-f76c-4318-bdd7-4f1f3605e798,skill/competence,transversal,write Italian,released,correspond in written Italian | show competency in written Italian,Compose written texts in Italian.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,Italian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/caac02b1-ab96-477e-a7a7-295c9d9e037f,skill/competence,transversal,interact verbally in Yiddish,released,speak Yiddish | verbally interact in Yiddish | communicate verbally in Yiddish,Communicate orally in ​Yiddish.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,Yiddish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,knowledge,transversal,Dutch,released,from Holland | from the Netherlands,The Dutch language. Dutch is an official and working language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,knowledge,transversal,Maltese,released,ability to comprehend spoken and written Maltese and to speak and write in Maltese | competent in Maltese,The Maltese language. Maltese is an official and working language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cba8e108-dd50-43ab-8100-13690408a69c,skill/competence,transversal,understand written Occitan,released,comprehend written Occitan | read Occitan | comprehend written Provençal | make sense of written Occitan | understand Occitan writing | comprehend written Languedoc | interpret written Occitan,Read and comprehend written texts in ​Occitan.,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,Occitan
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd6484a2-bfa2-4371-8e2f-1ffa2a22dac4,skill/competence,transversal,understand spoken Swedish,released,comprehend spoken Swedish | listen to Swedish | interpret spoken Swedish | understand Swedish speech | make sense of spoken Swedish,Comprehend orally expressed Swedish.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,Swedish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cda53197-9c99-404a-ac8a-d8c8550ca98d,skill/competence,transversal,interact verbally in Ukrainian,released,communicate verbally in Ukrainian | speak Ukrainian | verbally interact in Ukrainian,Communicate orally in Ukrainian.,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,Ukrainian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cec6cd92-d709-42cc-9a6e-6a7dd48b9e08,skill/competence,transversal,write Spanish,released,write Castilian | correspond in written Spanish | show competency in written Spanish,Compose written texts in Spanish.,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,Spanish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,knowledge,transversal,Limburgish,released,ability to comprehend spoken and written Limburgish and to speak and write in Limburgish Limburgian | Limburgic | competent in Limburgish,The Limburgish language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf9e867f-08d7-48a8-8d11-c63bd8a65f89,skill/competence,transversal,write Arabic,released,correspond in written Arabic | show competency in written Arabic,Compose written texts in Arabic.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,Arabic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0898934-7335-480f-a986-b9b05b54c718,skill/competence,transversal,understand spoken Russian,released,interpret spoken Russian | listen to Russian | comprehend spoken Russian | understand Russian speech | make sense of spoken Russian,Comprehend orally expressed Russian.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,Russian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d10fe458-ceb5-4a40-83f4-b8ef318bf566,skill/competence,transversal,write Yiddish,released,correspond in written Yiddish | show competency in written Yiddish,Compose written texts in Yiddish.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,Yiddish
